"","year","CITYGB","name_short","name","total_population_adm","total_population_city","non_agri_population_admin","non_agri_population_city","natural_growth_admin","natural_growth_city","AREA","PROVGB","EPROV","ECITY","CPROV","CCITY","CNTYGB","ECNTY","CCNTY","zhigong_number_adm","zhigong_number_city","total_wage_adm","total_wage_city","average_wage_adm","average_wage_city","gdp_adm","gdp_city","fdi_cont_adm","fdi_cont_city","fdi_real_adm","fdi_real_city","year_linear","post_t"
"3507-2002","2002","3507","南平","南平",304.47,"49.29",107.08,"27.28",4.87,"4.46",2.402,35,"Fujian","Nanping","福建","南平市",NA,NA,NA,20.31,6.05,"223905","79127",11024.37,"13078.84",2549835,676868,20640,9765,22005,6264,10,TRUE
"3507-2003","2003","3507","南平","南平",304.47,"49.02",101.51,"27.15",5.63,"5.96",2.402,35,"Fujian","Nanping","福建","南平市",NA,NA,NA,20.13,6,"240132","87552",11929.06,"14592",2826381,738310,35558,11314,27659,5616,11,TRUE
"3507-2004","2004","3507","南平","南平",304.41,"48.83",101.86,"26.38",6.07,"4.81",2.402,35,"Fujian","Nanping","福建","南平市",NA,NA,NA,21.47,6.11,"261231","91822",12167.26,"15028.15",3216960,810895,40022,10920,30488,5084,12,TRUE
"3508-1996","1996","3508","龙岩","龙岩",279.75,"44.41",53.06,"22.84",5.97,"3.48",1.711,35,"Fujian","Longyan","福建","龙岩市",NA,NA,NA,23,9,"122790","55901",5519,"6440",1508756,478305,6784,617,13525,5600,4,FALSE
"3508-1997","1997","3508","龙岩","龙岩",281.39,"44.91",54.59,"23.40",6.29,"3.88",1.711,35,"Fujian","Longyan","福建","龙岩市",NA,NA,NA,22.99,8.6,"144056","65287",6266,"7592",1700568,536498,11191,7867,5027,1067,5,FALSE
"3508-1998","1998","3508","龙岩","龙岩",282.49,"45.11",54.02,"23.74",5.25,"5.21",1.711,35,"Fujian","Longyan","福建","龙岩市",NA,NA,NA,21.16,8,"150389","66542",7107,"8318",1894625,606703,3304,2181,7078,2150,6,TRUE
"3508-1999","1999","3508","龙岩","龙岩",283.93,"45.35",55.81,"24.2",5.4,"2.78",1.711,35,"Fujian","Longyan","福建","龙岩市",NA,NA,NA,21,8,"170607","76477",8194,"9214",2078099,697559,4455,3007,8030,5022,7,TRUE
"3508-2000","2000","3508","龙岩","龙岩",285.89,"    45.75",51.65,"    18.88",7.91,"    5.41",1.711,35,"Fujian","Longyan","福建","龙岩市",NA,NA,NA,20.26,8.2,"    185921","    86408",9177,"    10538",2266848,811983,2601,1680,4065,1958,8,TRUE
"3508-2001","2001","3508","龙岩","龙岩",286.51,"45.89",52.6,"19.17",4.66,"3.33",1.711,35,"Fujian","Longyan","福建","龙岩市",NA,NA,NA,19.05,8.15,"209163","100601",10979.69,"12343.68",2342689,848694,2605,1015,2235,895,9,TRUE
"3508-2002","2002","3508","龙岩","龙岩",286.85,"46.01",86.48,"29.92",4.6,"3.87",1.711,35,"Fujian","Longyan","福建","龙岩市",NA,NA,NA,18.57,8.24,"231486","113497",12465.59,"13773.91",2578580,951893,3203,1502,3029,1287,10,TRUE
"3508-2003","2003","3508","龙岩","龙岩",286.72,"46.24",85.72,"30.22",4.86,"4.63",1.711,35,"Fujian","Longyan","福建","龙岩市",NA,NA,NA,18.95,8.22,"254732","127756",13442.32,"15542.09",2943962,1131430,6493,3107,4639,2058,11,TRUE
"3508-2004","2004","3508","龙岩","龙岩",286.98,"46.61",84,"30.55",5.79,"6.89",1.711,35,"Fujian","Longyan","福建","龙岩市",NA,NA,NA,19.43,8.44,"287691","143829",14806.54,"17041.35",3492257,1357721,10190,2941,9107,5210,12,TRUE
"3509-2000","2000","3509","宁德","宁德",323.57,"    41.30",48.92,"    8.93",9.01,"    11.24",1.172,35,"Fujian","Ningde","福建","宁德市",NA,NA,NA,15.37,3.47,"    133622","    31396",8694,"    9048",2187279,379745,5533,1335,5525,1561,8,TRUE
"3509-2001","2001","3509","宁德","宁德",324.69,"41.46",49.93,"9.13",6.74,"9.04",1.172,35,"Fujian","Ningde","福建","宁德市",NA,NA,NA,14.91,3.24,"156635","39191",10505.37,"12095.99",2362256,413120,6205,4019,5984,1908,9,TRUE
"3509-2002","2002","3509","宁德","宁德",325.44,"41.46",100.5,"17.62",7.91,"8.14",1.172,35,"Fujian","Ningde","福建","宁德市",NA,NA,NA,14.75,3.37,"178249","45790",12084.68,"13587.54",2440598,427565,4928,906,6861,1249,10,TRUE
"3509-2003","2003","3509","宁德","宁德",325.81,"41.75",80.61,"10.67",7.36,"5.79",1.172,35,"Fujian","Ningde","福建","宁德市",NA,NA,NA,14.81,3.55,"192141","51798",12973.73,"14590.99",2698690,471539,9380,5133,7588,1408,11,TRUE
"3509-2004","2004","3509","宁德","宁德",326.74,"42.11",87.94,"11.2",8.72,"8.14",1.172,35,"Fujian","Ningde","福建","宁德市",NA,NA,NA,14.59,3.62,"203635","54861",13957.16,"15154.97",3090407,528712,9657,2200,10004,3150,12,TRUE
"3601-1994","1994","3601","南昌","南昌",388.77,"146.54",148.69,"116.87",6.9,"7.8",0.68,36,"Jiangxi","Nanchang","江西","南昌市",NA,NA,NA,88.03,73.68,"330451","295548",3789.58,"4054.16",1791004,1250724,15324,11048,13578,12045,1,FALSE
"3601-1995","1995","3601","南昌","南昌",395.16,"151.08",153.29,"119.44",7.02,"8.07",0.68,36,"Jiangxi","Nanchang","江西","南昌市",NA,NA,NA,89,77,"401177","360753",4931,"5283",2400781,1718869,6384,3873,7422,5822,3,FALSE
"3601-1996","1996","3601","南昌","南昌",401.72,"154.48",157.27,"121.58",9.85,"9.01",0.68,36,"Jiangxi","Nanchang","江西","南昌市",NA,NA,NA,89,77,"455265","410694",5360,"5653",3010215,2137737,12419,11700,11002,10044,4,FALSE
"3601-1997","1997","3601","南昌","南昌",407.89,"157.01",161.58,"124.31",10.06,"6.12",0.68,36,"Jiangxi","Nanchang","江西","南昌市",NA,NA,NA,80.88,69.18,"443775","400304",5487,"5786",3600000,2651290,13610,8699,12586,10510,5,FALSE
"3601-1998","1998","3601","南昌","南昌",415.84,"162.11",164.98,"126.48",3.8,"4.01",0.68,36,"Jiangxi","Nanchang","江西","南昌市",NA,NA,NA,65.24,54.75,"430586","385731",6600,"7045",3800104,2728874,11740,2513,13635,10718,6,TRUE
"3601-1999","1999","3601","南昌","南昌",424.2,"166.2",169.16,"129.68",9.05,"5.57",0.68,36,"Jiangxi","Nanchang","江西","南昌市",NA,NA,NA,62,52,"479555","427314",7725,"8196",3998020,2883562,12500,2676,13400,10533,7,TRUE
"3601-2000","2000","3601","南昌","南昌",432.55,"    170.22",175.89,"  133.94",15.7,"    17.82",0.68,36,"Jiangxi","Nanchang","江西","南昌市",NA,NA,NA,58.45,47.86,"    511784","    450629",8756,"    9416",4351022,3093900,2856,611,3288,2585,8,TRUE
"3601-2001","2001","3601","南昌","南昌",440.16,"174.68",182.45,"138.65",8.9,"6.67",0.68,36,"Jiangxi","Nanchang","江西","南昌市",NA,NA,NA,55.28,44.63,"550181","480685",9952.62,"10770.45",4856173,3435873,17381,16156,12767,10629,9,TRUE
"3601-2002","2002","3601","南昌","南昌",448.85,"180.99",187.92,"141.98",11.74,"10.7",0.68,36,"Jiangxi","Nanchang","江西","南昌市",NA,NA,NA,51.16,40.93,"600154","530658",11730.92,"12965.01",5523746,3918905,53239,44638,36733,31600,10,TRUE
"3601-2003","2003","3601","南昌","南昌",450.77,"196.37",195.46,"149.53",7.67,"5.57",0.68,36,"Jiangxi","Nanchang","江西","南昌市",NA,NA,NA,49.79,39.85,"692717","605978",13912.77,"15206.47",6410248,4669654,73579,53238,58350,48250,11,TRUE
"3601-2004","2004","3601","南昌","南昌",460.79,"203.73",204.91,"155.87",7.06,"5.14",0.68,36,"Jiangxi","Nanchang","江西","南昌市",NA,NA,NA,50.88,40.83,"793173","730991",15589.09,"17903.28",7704622,5679510,104743,79697,73032,54642,12,TRUE
"3602-1994","1994","3602","景德","景德镇",136.59,"37.75",46.43,"29.4",6.7,"7.8",0.489,36,"Jiangxi","Jingdezhen","江西","景德镇市",NA,NA,NA,25.29,16.81,"79463","51346",3144.56,"3069.1",426595,246024,2299,2286,1051,1033,1,FALSE
"3602-1995","1995","3602","景德","景德镇",137.64,"38.42",47.65,"30.14",6.05,"3.09",0.489,36,"Jiangxi","Jingdezhen","江西","景德镇市",NA,NA,NA,25,16,"87764","54926",3688,"3609",541052,304455,4087,3773,3149,3145,3,FALSE
"3602-1996","1996","3602","景德","景德镇",139.38,"38.93",48.37,"30.58",5.52,"4.17",0.489,36,"Jiangxi","Jingdezhen","江西","景德镇市",NA,NA,NA,25,16,"92251","57044",4189,"4260",647544,375709,668,634,966,961,4,FALSE
"3602-1997","1997","3602","景德","景德镇",140.47,"39.60",49.04,"30.92",6.76,"7.17",0.489,36,"Jiangxi","Jingdezhen","江西","景德镇市",NA,NA,NA,24.64,15.77,"92180","57215",3741,"3628",734987,418355,2442,1891,1030,750,5,FALSE
"3602-1998","1998","3602","景德","景德镇",142.3,"40.31",49.92,"31.5",3.98,"3.03",0.489,36,"Jiangxi","Jingdezhen","江西","景德镇市",NA,NA,NA,17.39,9.8,"85850","52193",4937,"5326",812568,412419,1586,1504,1306,1171,6,TRUE
"3602-1999","1999","3602","景德","景德镇",142.23,"40.08",50.43,"31.85",6.93,"9.25",0.489,36,"Jiangxi","Jingdezhen","江西","景德镇市",NA,NA,NA,17,9,"91733","54271",5526,"5899",876154,421411,432,432,998,998,7,TRUE
"3602-2000","2000","3602","景德","景德镇",143.78,"    40.47",51.03,"    32.24",20.16,"    13.12",0.489,36,"Jiangxi","Jingdezhen","江西","景德镇市",NA,NA,NA,16.03,8.61,"    96201","    56150",6001,"    6521",952653,481640,1130,1130,1160,1160,8,TRUE
"3602-2001","2001","3602","景德","景德镇",145.61,"41.09",52.27,"33",8.09,"7.28",0.489,36,"Jiangxi","Jingdezhen","江西","景德镇市",NA,NA,NA,15.27,7.98,"108249","63974",7089,"8016.79",1042566,540758,1263,1263,1206,1206,9,TRUE
"3602-2002","2002","3602","景德","景德镇",147.3,"41.76",53.3,"33.55",8.86,"8.55",0.489,36,"Jiangxi","Jingdezhen","江西","景德镇市",NA,NA,NA,14.67,7.21,"119570","81535",8150.65,"11308.6",1162452,601151,4151,4151,3082,3082,10,TRUE
"3602-2003","2003","3602","景德","景德镇",148.3,"42.15",56.78,"33.96",9.79,"7.68",0.489,36,"Jiangxi","Jingdezhen","江西","景德镇市",NA,NA,NA,14.22,6.75,"136183","76506",9576.86,"11334.22",1406910,774307,15208,13909,10291,9772,11,TRUE
"3602-2004","2004","3602","景德","景德镇",150.57,"43.18",59.31,"34.87",11.1,"7.34",0.489,36,"Jiangxi","Jingdezhen","江西","景德镇市",NA,NA,NA,14.01,7.45,"152563","110607",10889.58,"14846.58",1651237,937876,6464,6464,1417,1417,12,TRUE
"3603-1994","1994","3603","萍乡","萍乡",167.37,"144.27",47.52,"45.17",7.3,"6.7",0.347,36,"Jiangxi","Pingxiang","江西","萍乡市",NA,NA,NA,24.09,22.77,"81691","77368",3501.54,"3513.53",405047,378416,NA,NA,NA,NA,1,FALSE
"3603-1995","1995","3603","萍乡","萍乡",168.89,"145.30",49.42,"46.59",6.43,"5.63",0.347,36,"Jiangxi","Pingxiang","江西","萍乡市",NA,NA,NA,19,18,"84408","79901",4612,"4711",540068,505461,NA,NA,NA,NA,3,FALSE
"3603-1996","1996","3603","萍乡","萍乡",169.96,"146.13",50.24,"47.26",5.45,"5.57",0.347,36,"Jiangxi","Pingxiang","江西","萍乡市",NA,NA,NA,20,18,"98252","93112",5052,"5156",651836,610038,NA,NA,NA,NA,4,FALSE
"3603-1997","1997","3603","萍乡","萍乡",171.15,"147.02",51.44,"48.34",5.07,"5.07",0.347,36,"Jiangxi","Pingxiang","江西","萍乡市",NA,NA,NA,19.22,17.76,"99698","94686",5187,"5331",745070,694403,1287,836,1142,691,5,FALSE
"3603-1998","1998","3603","萍乡","萍乡",177.34,"81.19",52.34,"39.25",6.29,"6.37",0.347,36,"Jiangxi","Pingxiang","江西","萍乡市",NA,NA,NA,14.53,11.55,"86857","68643",5978,"5943",839792,621749,1281,719,1153,524,6,TRUE
"3603-1999","1999","3603","萍乡","萍乡",173.04,"75.65",53.27,"39.84",4.64,"4.06",0.347,36,"Jiangxi","Pingxiang","江西","萍乡市",NA,NA,NA,14,10,"90647","69214",6675,"6786",919901,673998,3589,1481,1435,573,7,TRUE
"3603-2000","2000","3603","萍乡","萍乡",173.78,"    77.48",49.47,"    36.26",6.38,"    6.52",0.347,36,"Jiangxi","Pingxiang","江西","萍乡市",NA,NA,NA,13.09,10.42,"    94023","    77073",7183,"    7397",994865,728923,3124,1530,1498,274,8,TRUE
"3603-2001","2001","3603","萍乡","萍乡",174.71,"77.92",49.81,"36.37",5.72,"5.47",0.347,36,"Jiangxi","Pingxiang","江西","萍乡市",NA,NA,NA,12.99,10.29,"102348","84752",7878.98,"8236.35",1084502,786830,10935,3600,1053,600,9,TRUE
"3603-2002","2002","3603","萍乡","萍乡",176.35,"78.89",51.34,"37.63",6.01,"5.91",0.347,36,"Jiangxi","Pingxiang","江西","萍乡市",NA,NA,NA,12.8,10.14,"111047","89689",8675.55,"8845.07",1204051,808188,3993,3825,1896,1728,10,TRUE
"3603-2003","2003","3603","萍乡","萍乡",177.74,"80.53",52.48,"38.59",5.91,"6.13",0.347,36,"Jiangxi","Pingxiang","江西","萍乡市",NA,NA,NA,12.64,9.99,"130748","103571",10343.99,"10367.47",1428645,958713,7013,3593,3924,1619,11,TRUE
"3603-2004","2004","3603","萍乡","萍乡",180.21,"81.9",55.74,"41.26",7.27,"6.3",0.347,36,"Jiangxi","Pingxiang","江西","萍乡市",NA,NA,NA,12.47,9.72,"153805","123716",12334,"12727.98",1725560,1139355,5879,2683,5129,2274,12,TRUE
"3604-1994","1994","3604","九江","九江",421.68,"45.66",79.54,"32.23",5.6,"7.3",1.74,36,"Jiangxi","Jiujiang","江西","九江市",NA,NA,NA,47.98,19.09,"149736","69363",3160.99,"3666.12",1107116,435022,7101,6025,3903,3453,1,FALSE
"3604-1995","1995","3604","九江","九江",426.91,"46.43",82.51,"33.00",6.54,"5.75",1.74,36,"Jiangxi","Jiujiang","江西","九江市",NA,NA,NA,50,19,"180567","79141",3767,"4525",1430763,637522,6058,4144,4208,3160,3,FALSE
"3604-1996","1996","3604","九江","九江",432.26,"47.75",85.21,"34.06",6.92,"6.23",1.74,36,"Jiangxi","Jiujiang","江西","九江市",NA,NA,NA,49,18,"194539","84872",4038,"4715",1700533,752919,5416,898,4307,1290,4,FALSE
"3604-1997","1997","3604","九江","九江",437.69,"48.90",88.4,"35.48",7.67,"6.15",1.74,36,"Jiangxi","Jiujiang","江西","九江市",NA,NA,NA,47.83,14.92,"220416","80858",4608,"5419",1928000,853600,13994,3543,7000,2694,5,FALSE
"3604-1998","1998","3604","九江","九江",443.01,"49.65",90.79,"36.16",3.55,"3.55",1.74,36,"Jiangxi","Jiujiang","江西","九江市",NA,NA,NA,38.64,14.15,"201767","74597",5222,"5272",1704500,784100,1371,915,7002,1264,6,TRUE
"3604-1999","1999","3604","九江","九江",448.35,"50.3",92.91,"36.58",8.04,"3.74",1.74,36,"Jiangxi","Jiujiang","江西","九江市",NA,NA,NA,36,13,"215575","101800",5998,"8003",1919469,826600,2216,140,3728,223,7,TRUE
"3604-2000","2000","3604","九江","九江",446.83,"    51.31",96.09,"    37.87",7.81,"    18.20",1.74,36,"Jiangxi","Jiujiang","江西","九江市",NA,NA,NA,35.33,12.52,"    220315","    101843",6236,"    8134",2130700,917565,3097,841,3031,531,8,TRUE
"3604-2001","2001","3604","九江","九江",449.75,"52.48",98.23,"39.28",5.55,"4.76",1.74,36,"Jiangxi","Jiujiang","江西","九江市",NA,NA,NA,34.56,11.79,"237247","100814",6864.79,"8550.81",2326245,1001774,1501,435,4842,3043,9,TRUE
"3604-2002","2002","3604","九江","九江",455.1,"54.08",102.57,"41.15",7.15,"5.58",1.74,36,"Jiangxi","Jiujiang","江西","九江市",NA,NA,NA,31.5,10.61,"261226","104653",8292.89,"9863.62",2633549,1134111,23118,13760,20338,10132,10,TRUE
"3604-2003","2003","3604","九江","九江",460.08,"62.2",109.83,"45.49",8.65,"25.59",1.74,36,"Jiangxi","Jiujiang","江西","九江市",NA,NA,NA,31.15,12.3,"303947","146094",9757.53,"11877.56",3067749,1555099,28498,12104,32815,11879,11,TRUE
"3604-2004","2004","3604","九江","九江",464.82,"57.57",124.03,"45.19",7.61,"4.34",1.74,36,"Jiangxi","Jiujiang","江西","九江市",NA,NA,NA,31.68,11.85,"336400","148049",10618.69,"12493.59",3567621,1693132,33528,8584,30800,10262,12,TRUE
"3605-1994","1994","3605","新余","新余",101.42,"71.64",28.73,"22.58",5.7,"6.1",0.293,36,"Jiangxi","Xinyu","江西","新余市",NA,NA,NA,15.47,12.83,"69835","59971",4576.34,"4752.06",425406,351098,NA,NA,NA,NA,1,FALSE
"3605-1995","1995","3605","新余","新余",102.08,"72.41",29.93,"23.55",4.93,"5.15",0.293,36,"Jiangxi","Xinyu","江西","新余市",NA,NA,NA,16,13,"73710","65213",4927,"5172",490650,407199,NA,NA,NA,NA,3,FALSE
"3605-1996","1996","3605","新余","新余",102.7,"73.17",30.63,"24.11",5.76,"5.98",0.293,36,"Jiangxi","Xinyu","江西","新余市",NA,NA,NA,16,13,"73382","63313",4713,"4912",500953,415766,NA,NA,NA,NA,4,FALSE
"3605-1997","1997","3605","新余","新余",103.34,"73.66",31.28,"24.65",7.49,"7.03",0.293,36,"Jiangxi","Xinyu","江西","新余市",NA,NA,NA,15.43,12.64,"72062","60476",4670,"4784",522111,421835,2120,1376,1041,79,5,FALSE
"3605-1998","1998","3605","新余","新余",107.35,"77.58",31.8,"25.09",6.15,"6.38",0.293,36,"Jiangxi","Xinyu","江西","新余市",NA,NA,NA,12.95,10.66,"75791","64942",5853,"6092",565987,456970,2411,2076,1606,1356,6,TRUE
"3605-1999","1999","3605","新余","新余",104.85,"74.91",32.33,"25.44",6.62,"7.43",0.293,36,"Jiangxi","Xinyu","江西","新余市",NA,NA,NA,12,10,"89301","76815",7173,"7487",599750,482606,1406,1206,1622,1422,7,TRUE
"3605-2000","2000","3605","新余","新余",105.93,"    75.58",36.17,"    27.47",7.82,"    8.55",0.293,36,"Jiangxi","Xinyu","江西","新余市",NA,NA,NA,11.04,8.97,"    91177","    79628",8259,"    8877",649408,523716,2057,1979,1641,1635,8,TRUE
"3605-2001","2001","3605","新余","新余",107.01,"76.45",34.86,"27.5",8.68,"8.49",0.293,36,"Jiangxi","Xinyu","江西","新余市",NA,NA,NA,10.72,8.65,"96828","87073",9032.46,"10066.24",729500,593800,2368,2098,2242,1932,9,TRUE
"3605-2002","2002","3605","新余","新余",108.19,"77.49",36.38,"27.92",6.97,"7.38",0.293,36,"Jiangxi","Xinyu","江西","新余市",NA,NA,NA,10.12,8.41,"105298","91264",10404.94,"10851.84",899660,749616,3067,2617,3029,2491,10,TRUE
"3605-2003","2003","3605","新余","新余",109.35,"78.47",37.56,"29.85",8.49,"8.7",0.293,36,"Jiangxi","Xinyu","江西","新余市",NA,NA,NA,9.98,8.43,"113817","98683",11404.51,"11706.17",1091000,910100,4307,4127,3715,3655,11,TRUE
"3605-2004","2004","3605","新余","新余",110.34,"79.37",38.44,"30.59",9.65,"10.27",0.293,36,"Jiangxi","Xinyu","江西","新余市",NA,NA,NA,9.41,7.94,"124992","107300",13282.89,"13513.85",1340000,1126657,10854,10274,5157,4773,12,TRUE
"3606-1994","1994","3606","鹰潭","鹰潭",100,"15",25.29,"9.51",5.8,"10.6",0.323,36,"Jiangxi","Yingtan","江西","鹰潭市",NA,NA,NA,10.23,2.91,"36167","10693",3487.66,"3449.35",248363,53304,272,185,844,466,1,FALSE
"3606-1995","1995","3606","鹰潭","鹰潭",101.1,"15.73",26.44,"10.27",5.64,"7.54",0.323,36,"Jiangxi","Yingtan","江西","鹰潭市",NA,NA,NA,10,3,"39025","11446",4210,"5425",315863,62335,1451,1113,307,137,3,FALSE
"3606-1996","1996","3606","鹰潭","鹰潭",101.78,"15.95",26.87,"10.47",5.88,"6.75",0.323,36,"Jiangxi","Yingtan","江西","鹰潭市",NA,NA,NA,10,3,"41719","12457",4443,"4701",357655,66991,1750,1211,520,218,4,FALSE
"3606-1997","1997","3606","鹰潭","鹰潭",102.58,"16.33",27.53,"10.83",6.55,"7.83",0.323,36,"Jiangxi","Yingtan","江西","鹰潭市",NA,NA,NA,9.96,3.03,"43672","13483",4385,"4450",395000,75203,26901,26863,27035,539,5,FALSE
"3606-1998","1998","3606","鹰潭","鹰潭",103.32,"16.62",26.36,"11.07",3.71,"2.22",0.323,36,"Jiangxi","Yingtan","江西","鹰潭市",NA,NA,NA,9.81,2.48,"62419","13983",6363,"5638",389100,65091,574,402,711,389,6,TRUE
"3606-1999","1999","3606","鹰潭","鹰潭",104.09,"16.92",26.77,"11.33",7.52,"7.85",0.323,36,"Jiangxi","Yingtan","江西","鹰潭市",NA,NA,NA,9,2,"68826","16219",7530,"7273",420336,93600,437,175,355,175,7,TRUE
"3606-2000","2000","3606","鹰潭","鹰潭",106.4,"    17.53",27.76,"    11.82",17.09,"    17.28",0.323,36,"Jiangxi","Yingtan","江西","鹰潭市",NA,NA,NA,7.17,2.04,"    48251","    16677",6730,"    8175",539487,126600,1357,208,529,208,8,TRUE
"3606-2001","2001","3606","鹰潭","鹰潭",107.82,"18.01",28.7,"12.27",6.89,"8.66",0.323,36,"Jiangxi","Yingtan","江西","鹰潭市",NA,NA,NA,8.53,1.62,"79006","15025",9262.13,"9274.69",588195,137000,1266,260,648,260,9,TRUE
"3606-2002","2002","3606","鹰潭","鹰潭",108.5,"18.2",29.36,"12.46",6.9,"6.08",0.323,36,"Jiangxi","Yingtan","江西","鹰潭市",NA,NA,NA,8.36,1.74,"84214","17589",10073.44,"10108.62",656671,151000,1601,329,1358,329,10,TRUE
"3606-2003","2003","3606","鹰潭","鹰潭",109.97,"18.48",30.28,"12.73",7.97,"8.24",0.323,36,"Jiangxi","Yingtan","江西","鹰潭市",NA,NA,NA,8.09,1.82,"92618","20651",11448.45,"11346.7",797237,177500,4125,495,2678,878,11,TRUE
"3606-2004","2004","3606","鹰潭","鹰潭",111.58,"18.98",31.97,"13.09",9.41,"10.17",0.323,36,"Jiangxi","Yingtan","江西","鹰潭市",NA,NA,NA,8.26,1.94,"106797","25125",12929.42,"12951.03",963748,191986,3271,474,3578,799,12,TRUE
"3607-1999","1999","3607","赣州","赣州",782.32,"45.46",126.96,"28.06",8.21,"9.19",3.549,36,"Jiangxi","Ganzhou","江西","赣州市",NA,NA,NA,42,8,"232455","48529",5578,"6369",2505231,427466,8126,2362,9341,2002,7,TRUE
"3607-2000","2000","3607","赣州","赣州",794.16,"    47.20",134.06,"    29.50",13.33,"    14.91",3.549,36,"Jiangxi","Ganzhou","江西","赣州市",NA,NA,NA,33.46,6.82,"    221128","    53047",6609,"    7778",2661989,463030,7207,1018,9411,1450,8,TRUE
"3607-2001","2001","3607","赣州","赣州",807.73,"48.54",140.83,"30.75",8.57,"6.36",3.549,36,"Jiangxi","Ganzhou","江西","赣州市",NA,NA,NA,33.13,6.19,"250829","57709",7571.05,"9322.94",2845752,495248,12163,1800,10645,1573,9,TRUE
"3607-2002","2002","3607","赣州","赣州",818.49,"49.92",148.86,"31.97",6.07,"0.53",3.549,36,"Jiangxi","Ganzhou","江西","赣州市",NA,NA,NA,32.84,6.22,"280850","72144",8552.07,"11598.71",3091679,533814,26199,5121,23478,4273,10,TRUE
"3607-2003","2003","3607","赣州","赣州",831.2,"54.6",159.22,"33.59",9.1,"5.2",3.549,36,"Jiangxi","Ganzhou","江西","赣州市",NA,NA,NA,33.28,6.24,"309894","82200",9311.72,"13173.08",3450595,591058,51575,6607,47626,5485,11,TRUE
"3607-2004","2004","3607","赣州","赣州",845.65,"56.47",168.09,"35.27",12.62,"8.37",3.549,36,"Jiangxi","Ganzhou","江西","赣州市",NA,NA,NA,35,7.04,"349910","98899",9997.43,"14048.15",3980147,664886,62125,9716,53900,9014,12,TRUE
"3608-2000","2000","3608","吉安","吉安",447.59,"    48.35",83.37,"    19.93",9.48,"    10.58",2.301,36,"Jiangxi","Jian","江西","吉安市",NA,NA,NA,25.44,4.73,"    154703","    35689",6081,"    7545",1558980,260300,4009,1400,2580,829,8,TRUE
